Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","591","Panama","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1785","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2305","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.28","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.73","E","Estimated value"
"FS","Suite of Food Security Indicators","591","Panama","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","93.9","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","99","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2018","2018","kcal/cap/d","2194","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","2201","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","43","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","65.7","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","35.3","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","4264.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","27.5","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.6","E","Estimated value"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","27","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","25.3","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","28.6","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","27","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","25.3","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","28.6","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","27","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","25.3","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","28.6","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","57.3","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","55.2","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","59.4","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","57.3","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","55.2","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","59.4","A","Official figure"
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","57.3","A","Official figure"
